绿化火车站				39.8074	98.258002
狼尾山火车站				36.01363	116.521707
桥西火车站				38.033365	114.43814
庆阳火车站				35.726801	107.644227
临夏火车站				35.585835	103.200576
东水峡火车站				39.396314	97.935781
春风火车站				29.644078	111.767492
白银火车站				36.564331	104.176304
玉门火车站				39.820862	97.934122
新李火车站				29.644078	111.767492
香港火车站				22.293586	114.186124
广州火车站				23.154905	113.264641
广州东火车站				23.120049	113.30765
深圳火车站				22.5379	114.12358
东莞火车站				22.989467	114.01276
东莞东火车站				23.043024	113.763434
龙川火车站				24.118234	115.243983
惠州火车站				23.157441	114.423023
石龙火车站				23.113552	113.851645
樟木头火车站				22.907102	114.073789
河唇火车站				21.702324	110.30856
顺德火车站				22.84851	113.18703
河源火车站				23.765319	114.689758
肇庆火车站				23.08734	112.454368
广州北火车站				23.120049	113.30765
韶关火车站				24.756813	113.520745
佛山火车站				23.053534	113.109838
湛江火车站				21.194438	110.394575
深圳西火车站				22.546054	114.025974
遂溪火车站				21.404529	110.273398
廉江火车站				21.621064	110.302914
茂名东火车站				21.668226	110.931245
江门火车站				22.567079	113.110795
茂名火车站				21.68685	110.854474
清远火车站				23.700252	113.140585
阳春火车站				22.19571	111.768038
英德火车站				24.164712	113.446265
坪石火车站				25.291047	113.060296
乐昌火车站				25.135237	113.364014
梅州火车站				24.265063	116.137728
三水火车站				23.165036	112.894426
湛江西火车站				21.257463	110.365067
徐闻火车站				20.352373	110.152207
兴宁火车站				24.107855	115.735079
中山火车站				38.900436	121.677966
春湾火车站				22.463514	111.95524
坂田火车站				22.630845	114.059773
汕头火车站				23.378442	116.76206
雷州火车站				20.925365	110.052189
揭阳火车站				23.576212	116.37634
潮州火车站				23.644419	116.590657
和平火车站				24.463771	114.975543
化州火车站				21.659079	110.658217
大埔火车站				24.415831	116.583612
新兴县火车站				22.626992	112.217541
惠州西火车站				23.11354	114.410658
华城火车站				24.076602	115.631963
丰顺火车站				23.756628	116.197467
普宁火车站				23.288954	116.078166
汕尾火车站				22.778731	115.372924
连州火车站				24.937021	112.459189
花都火车站				23.446661	113.220176
高州火车站				22.035522	110.975605
从化火车站				23.680249	113.684824
四会火车站				23.431444	112.687558
云浮火车站				22.937976	112.050946
增城火车站				23.346745	113.767687
新兴火车站				45.813494	130.893188
阳江火车站				21.866475	111.888665
珠海火车站				22.256915	113.562447
柳州火车站				24.312879	109.394204
来宾火车站				23.736374	109.247649
玉林火车站				22.603608	110.162935
玉林火车站				22.603608	110.162935
南宁火车站				22.832785	108.321692
黎塘火车站				23.201115	109.138928
贵港火车站				23.104617	109.619749
桂林火车站				25.267543	110.289584
全州火车站				25.961046	111.05149
陆川火车站				22.31597	110.264738
鹿寨火车站				24.485465	109.75257
金城江火车站				24.704315	108.07214
宜州火车站				24.484957	108.633802
融安火车站				25.211816	109.41393
兴安火车站				25.621177	110.673038
融水火车站				25.078029	109.246656
桂林北火车站				25.335228	110.309647
百色火车站				23.891947	106.670767
三江县火车站				25.747566	109.510081
文地火车站				21.957339	110.205266
贺州火车站				24.460243	111.546107
永福火车站				24.999849	110.0016
兴业火车站				22.744028	109.913172
梧州火车站				23.493671	111.247714
平果火车站				23.321987	107.572202
田东火车站				23.633709	107.136227
崇左火车站				22.409658	107.36448
凭祥火车站				22.085839	106.748978
扶绥火车站				22.633822	107.925896
宁明火车站				22.165017	107.070358
吴圩火车站				22.649551	108.254079
小董火车站				29.644078	111.767492
防城火车站				21.772715	108.376445
防城港火车站				21.633267	108.367769
大元火车站				22.488999	108.360735
大王滩火车站				22.617201	108.29089
大拟火车站				29.644078	111.767492
百浪火车站				22.37362	108.46145
康熙岭火车站				21.919088	108.517966
马皇火车站				29.644078	111.767492
茅岭火车站				29.644078	111.767492
那罗火车站				29.644078	111.767492
宁村火车站				22.56238	108.343781
那铺火车站				22.421368	108.387035
钦州火车站				21.990071	108.626262
田林火车站				24.291541	106.240257
天西火车站				29.644078	111.767492
亭亮火车站				29.644078	111.767492
夏石火车站				22.125026	106.9099
江西村火车站				0	0
金鸡村火车站				22.761391	108.182453
濑湍火车站				29.644078	111.767492
龙伯屯火车站				29.644078	111.767492
渠旧火车站				29.644078	111.767492
渠黎火车站				22.559829	107.799378
北海火车站				21.458609	109.134662
钦州东火车站				21.985025	108.675836
田阳火车站				23.772271	106.942262
庙头火车站				29.644078	111.767492
凭祥北火车站				22.110045	106.76488
绍水火车站				29.644078	111.767492
洛满火车站				29.644078	111.767492
隆安火车站				23.180301	107.689247
河池火车站				24.699521	108.069948
黄沙河火车站				29.644078	111.767492
大溶江火车站				25.565545	110.483122
百里村火车站				29.644078	111.767492
太阳村火车站				29.644078	111.767492
严关乡火车站				25.61705	110.582944
贵阳火车站				26.56275	106.709814
凯里火车站				26.608941	107.982898
六盘水火车站				26.597478	104.858131
玉屏火车站				27.245927	108.94119
安顺火车站				26.235456	105.949246
镇远火车站				27.040206	108.416731
六枝火车站				26.232049	105.471169
遵义火车站				27.708795	106.954579
铜仁火车站				27.746553	109.211035
贵定火车站				26.587332	107.235002
红果火车站				25.720254	104.472255
福泉火车站				26.631242	107.542578
桐梓火车站				28.136419	106.838728
都匀火车站				26.238457	107.522194
都匀火车站				26.238457	107.522194
